ticket_id,created_date,category,subcategory,priority,issue_description,root_cause,resolution,assigned_team,resolution_time_hours
INC100477,2024-08-12 13:33:19,WiFi,Guest Network,Medium,Guest network captive portal not loading for visitor login,"The guest network's captive portal certificate had expired, preventing the login page from loading securely on visitor devices.","Renewed the expired SSL certificate for the captive portal, updated the certificate on the wireless controller, tested the guest login flow from a visitor device, and confirmed successful internet access.",Network Team,19.7
INC100478,2024-08-12 14:05:22,Microsoft Teams,Meetings,High,"User unable to join scheduled Teams meeting, gets stuck connecting",An outdated Teams client version was incompatible with the meeting service's updated calling infrastructure.,"Updated the Teams client to the latest version through the app's update mechanism, restarted the application, verified microphone and camera permissions were granted, and confirmed successful meeting join with working audio and video.",Cloud Operations,5.1
INC100479,2024-08-12 17:27:25,Printer,Print Queue,High,Print jobs stuck in queue and not printing,The print spooler service had become unresponsive due to a corrupted print job stuck in the queue.,"Stopped the print spooler service, deleted stuck print jobs from the spool folder, restarted the print spooler service, and confirmed a test print completed successfully.",Desktop Support,3.6
INC100480,2024-08-12 18:36:21,Microsoft Teams,Screen Sharing,Medium,Screen sharing fails or shows black screen during Teams call,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,4.8
INC100481,2024-08-13 07:14:50,Security,Malware,High,Endpoint security console flagged an infected file,The user had downloaded an infected file from an untrusted website that bypassed initial email filtering.,"Isolated the affected device from the network immediately, ran a full antivirus scan and removed the identified malware, verified no lateral spread occurred via network logs, and re-imaged the device as a precaution before returning it to service.",Security Team,3.3
INC100482,2024-08-13 07:37:37,Laptop,Performance,Medium,Laptop noticeably sluggish compared to last week,Excessive startup applications and accumulated temporary files were consuming system resources and slowing down boot and overall performance.,"Disabled unnecessary startup applications via Task Manager, cleared temporary files and browser cache using Disk Cleanup, ran a malware scan to rule out infection, and confirmed improved boot time and responsiveness.",Desktop Support,15.6
INC100483,2024-08-13 09:58:22,Desktop,Boot Failure,Medium,"Desktop computer stuck on boot logo, never reaches login screen",A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,12.6
INC100484,2024-08-13 10:57:38,SharePoint,Migration,High,Saved links to SharePoint files stopped working after the migration,"The site migration changed the underlying site URL structure, invalidating previously shared and bookmarked links.","Documented the URL mapping between old and new site structures, set up redirects where possible, communicated the new links to affected users, and updated bookmarks in commonly used reference documents.",Cloud Operations,1.9
INC100485,2024-08-13 12:40:26,SharePoint,Access Denied,Medium,User locked out of a SharePoint site they used to access,The user's permission group had been removed from the SharePoint site during a recent permissions audit.,"Reviewed site permissions in SharePoint admin settings, re-added the user to the appropriate SharePoint group, verified inherited permissions on relevant document libraries, and confirmed the user could access the site.",Cloud Operations,9.3
INC100486,2024-08-13 14:25:40,VPN,Authentication,High,Remote access fails after changing corporate password,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,5.8
